img,output,flag,username,timestamp
C:\Users\Computech Bolivia\Colab Notebooks\taller2022ZTH\flagged\img\tmpcqc00u8n.png,,,,2023-03-07 18:47:38.125702
C:\Users\Computech Bolivia\Colab Notebooks\taller2022ZTH\flagged\img\tmpwfjzhtfj.png,,,,,,2023-03-08 17:15:44.740611
